run_id,benchmark,track,target_id,rank_eligible,selected_model_policy,budget_tier,candidate_count,observed_candidate_count,prediction_path,prediction_match_type,prediction_match_alias,confidence_path,selection_score,reference_path,metric,score,gdt_ts_norm,tm_score,qsglob,dockq,status,message
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0206,true,first_output_only,dev_fixed,1,0,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cp0.cif,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0218,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0234,true,first_output_only,dev_fixed,1,0,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0235,true,first_output_only,dev_fixed,1,0,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0237,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0240,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0246,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0257,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0259,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
server_v2_protenix_yang_coverage_stoich_seed101,casp16_server_protein_v2_aliasfix,protein_domain,T0270,true,first_output_only,dev_fixed,1,0,,,,,,,,0.000000,,,,,missing_prediction,no_exact_prediction_file:target_declared_in_run_input
