run_id,benchmark,track,target_id,rank_eligible,selected_model_policy,budget_tier,candidate_count,observed_candidate_count,prediction_path,prediction_match_type,prediction_match_alias,confidence_path,selection_score,reference_path,metric,score,gdt_ts_norm,tm_score,qsglob,dockq,status,message
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0206,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cp0.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0218,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0234,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0235,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0237,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0240,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0246,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0257,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0259,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T0270,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1201,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8bwd.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1206,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cp0.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1207,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1210,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9enr.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1212,true,protenix_confidence_v1,server_attack,5,0,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9b0l.cif,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1218,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1226,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1228V1,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1228V2,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1231,true,protenix_confidence_v1,server_attack,5,0,,,,,,,,0.000000,,,,,missing_prediction,no_prediction_file
server_v2_attack_scoreable_oligo_recovery_msa_reuse_protenix5_seed101_105,casp16_server_protein_v2_aliasfix,protein_domain,T1234,true,protenix_confidence_v1,server_attack,5,1,,,,,,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,,0.000000,,,,,partial_candidates,observed_candidates:1<declared:5
